Tweet ID,Entity,Sentiment,Tweet Content
45256,secretplanet,Neutral,"@secretplanet haha! Funny u should say that, cuz I just had the most incredible nap "
4525,SassySenna,Positive,@SassySenna I totally ADORED that whole photoshoot!! 
81450,Microsoft,Irrelevant,"Medical news, one friend's brother received very good news, one friend's niece, not so much, hate it when the universe tries to balance "
87295,Google,Negative,this buget crisis we goin thru fuckin wit ma education....summer school is officially cut!!!! 
42709,Google,Irrelevant,Nyquil coma time again! 
94582,CS-GO,Neutral,I feel like jumping off a bridge cuz im soooo freakin HAPPY  Wooohhoooo!!!!!
94483,Amazon,Irrelevant,http://twitpic.com/670pn - she is so cute really i really want to meet her  wish one day
94785,forexmilmaker,Neutral,@forexmilmaker Thanks. Glad you like it. haha. Happy pipping on Monday! 
11906,rooox3,Negative,@rooox3 late night crew FTW!!! Where's my homie? 
29663,Piewacket1,Negative,@Piewacket1 I will only send the real thing next time.  sorry
26296,Microsoft,Negative,Wish I could get something pierced today with everybody 
91082,Twitter,Negative,AHHH! WVU on Sunday and Monday for orientation! Then I start at LCCC on Tuesday  8pm class....
88443,janemcmurry,Positive,@janemcmurry really? another water drinker. outstanding. I'm not alone !!  
15861,LowKeyUHTN,Negative,@LowKeyUHTN i dont know 
25732,cultofdusty,Positive,"@cultofdusty lol @TheKissArmy is cool, have chatted them before  .. and I have MUCHO FAITH in @Ace_Frehley ,, *Hugs* to YOU!"
60683,Facebook,Positive,off to spend time with the &quot;circus&quot; I mean my family.   get 7 kids aged 14 months to 6 and it gets alittle crazy!
57749,LittlePinkStone,Neutral,@LittlePinkStone I'm not either. We should have went out *snicker* Although I am enjoying listening to RR and my beer 
18551,FIFA,Neutral,in a msn call  with amiwis  julio 
30029,Microsoft,Negative,bored as hell. 
36954,StartupBlogHU,Neutral,@StartupBlogHU kÃÂ¶sz a molyos linket a marketingkÃÂ¶nyvhÃÂ¶z 
44006,alejandraz,Negative,@alejandraz !! are you going to have to work weekends now? 
71458,beckylaughs,Neutral,@beckylaughs They can be awful. But not me right? 
26054,amandacts,Positive,@amandacts okay ill check it on youtubee 
42245,selenagomez,Neutral,@selenagomez Hey! you no you should go to glasgow! the wearther there is amazin! 
98540,FIFA,Negative,thinks kristina hates me....for good 
93445,Amazon,Neutral,has been having lots of fun tonight just hanging out 
7260,BoyTycoon,Positive,@BoyTycoon 
5326,iFel,Negative,@iFel I was supposed to finish half of my homeworks. 
96338,Google,Positive,practising my dance and singing in this years school show *high school musical* its less cheesy though 
57189,Microsoft,Positive,"having the day off, to celebrate "
50181,jowan_,Irrelevant,"@jowan_ haha.. No need la. I will drag myself up. Either that, or not slp. Haha. &amp;&amp; it's ur last paper tmr! I still got 1 more "
22475,Amazon,Negative,is very sick 
47297,ashleigh92,Irrelevant,@ashleigh92 oh right  how come you've gotta go there baby ? i love you xxx
20746,Apple,Positive,"Had a damn good day yesterday and I'm still in a fantastic mood now. Ah, refreshing. Might go for a drive... the air feels great. "
13598,TheNYSocialite,Negative,@TheNYSocialite sheesh...I've got a Maxima+an autostarter. So much for give n credit 4 ppl that live where it snows n wanna heat up 1st 
62616,adam9344,Neutral,@adam9344  ill use  it as giveaway for the review  tommorow
12586,alexalbrecht,Neutral,@alexalbrecht Sweet re-design sir ... Loving the little idents for the shows at the top  ..
74538,boagworld,Negative,"@boagworld Yeah, I had problems with iPhoto to first doing the same. The beach looks lovely - jelous sat inside studying "
79193,Twitter,Positive,is looking forward to later 
67524,Microsoft,Negative,"woooo. 500th tweet! crap, i really must have no life  haha."
69831,MaddenNFL,Negative,youtubes down for maintenance 
24653,twitcoward,Neutral,"Oh! I spy intrigue! Supposedly @twitcoward &amp; @pipinna are Trent Reznor &amp; his GF's fake accounts 2b mean 2 fans. HEINOUS. Yes, I'm bored "
95215,rachrivera,Positive,@rachrivera and also a live performance of Somebody To Love which we will be gettin a studio version of b4 the fall's premier 
32077,CS-GO,Positive,Susan Boyle sucked! YAY Diversity! 
66927,seguizabal,Irrelevant,@seguizabal: @jeannny: i would like to know why a certain crack ho never replies to my tweets  do they have to be in Espano?l
72186,FIFA,Negative,Oh don't you just love it when people suddenly dissapear?  I don't
18552,ryansporn,Positive,"Hello, new followers! Thanks for following  @ryansporn @wilsonmark29 @TVMediaAG @wrightway3 @AmazingPics @tondobot @J_Spot82"
58654,Amazon,Neutral,tryna start on mah career .. watta long way to gooo .. ! faith is mah Key ! 
53035,1beachsax11,Negative,@1beachsax11 u know what.  I understand where ur coming from...Ciara used to make music that impowered...not sexual shitt... lost fanbase
58575,danbharris,Negative,"Aww @danbharris is getting married, congrats to him and his new wife! Now I miss the WN Weekend people "
79524,Twitter,Irrelevant,The emptiness lingers no matter what i do 
13263,Microsoft,Irrelevant,It's 3:16 AM and I can't sleep 
41107,Microsoft,Positive,Great weekend on the bile travelling the length of Wales and back  http://twitpic.com/6cky1
69417,samm_xo,Positive,@samm_xo shes really good  how do you have time to run all of these things? your like superwoman! hahaa x
87333,gaby013,Neutral,@gaby013 lmao and your gonna say? 
18391,Microsoft,Positive,Moral of the story: Rowan's bike *can* go fast! 
79926,Netflix,Neutral,"Pretty sure my ribs are killing me from groovin the moo?! Ow, worth it. Love the living end "
61100,mahalmichelle,Positive,@mahalmichelle Thanks  I hope so too. I think I just stopped putting money in&amp;simply sold the phone to someone else.
98478,bluefox864,Negative,@bluefox864 P.S. Totally understand about this weekend. I'm just a temptress. And I don't think we'll be able to make it down this week. 
54196,Facebook,Positive,"i won edward 40s hands tonight  it feels good to be home before 5am, SOOO excited to sleep until whenever i want tomorrow ..goodnight&lt;3"
63691,Netflix,Irrelevant,is sad that she is not at the recording studio with Justin... 
18645,JurrBurr,Positive,A fresha design on muh twitter page. Check it out and tell me what you think  @JurrBurr &lt;3 I am now designing a banner for @omgitsJustinTR
87748,Netflix,Negative,wishing things would change.... tired of sleeping alone and constantly disappointed 
54456,stereophonics,Negative,@stereophonics http://twitpic.com/6714p - Missing you guys  xx
49734,M_a_r_i_e_R,Positive,@M_a_r_i_e_R  Hope it's not too slippery!!...erm...heee 
77298,Cherryadestains,Negative,@Cherryadestains It was blatently your fault for just shoving it in the bag when I said no  I felt that you had very much tricked me. xx
29432,abirtmo,Negative,"@abirtmo i did man, they lost my suitcase though!  how was disney?"
55469,openskymedia,Negative,@openskymedia No. Nothing yet. 
91706,FIFA,Positive,At the Virginia Highlands festival with my girls 
18123,Netflix,Negative,"Blah, very very sick this morning "
83895,Google,Negative,Lol! Duude my final was hard 
19005,Twitter,Irrelevant,"#twatlight oh my LJ loves, find me. so sad i missed the explosion online last night  i was sickly. but also rocky horror'd out."
71986,sarizaurd,Irrelevant,@sarizaurd you promised 
8444,CS-GO,Neutral,is watching Titanic 
77327,StyleCollective,Positive,"@StyleCollective you know, I'm the same- I have to really concentrate on how to spell elephant now "
5936,Twitter,Negative,"Hi guys!! ours that boredom!! tomorrow already it is Sunday, as raisin fast weekend "
69059,Elligirl,Irrelevant,@Elligirl definetly more I want some miso soup 
9285,Microsoft,Neutral,I am sitting at the computer eating grapes  it's hailing outside! o: I MISS SUMMER.
95219,Microsoft,Neutral,had a fantastic monday 
37181,Amazon,Irrelevant,I might not be able to go to warped tour...I might fucking cry! 
70715,FIFA,Neutral,going to party hard tonight 
85962,CS-GO,Negative,Yay for rodeo!!  Boo for 4 step process to buy beer 
30730,FIFA,Negative,Latest version of Tweekdeck is hogging 300M+ of memory on my Ubuntu.  Something went wrong in that update 
55291,Microsoft,Negative,Starting to redevelop a cough and some chest and nasal congestion... requesting prayer   tks
51434,rickalfa12,Positive,@rickalfa12 shut up you fool. lol. i'm gonna work at an office. picking up phones and paperwork crap. 
82771,Amazon,Neutral,i painted my toes red  oooh
55167,CS-GO,Neutral,Kasabian on Jools Holland as well 
54792,pleasesaythed,Neutral,@pleasesaythed did you see this? i heart jon stewart!   http://bit.ly/yH0cy
95154,Amazon,Irrelevant,AAAAAAAAAAAAAAHHHHHHHHHHHHHHHHHHHHHHHHHHHHHH! E71 is now crashing during setting changes. Backing up all data in prep for reflash tonight 
74782,Facebook,Negative,"Morning ! Sun's in the sky, but Mary still feels sick, don't want to go to school  booah !!!"
95559,Astro_Mike,Positive,@Astro_Mike Heard you were working especially hard with some uncooperative items  Glad that everything's going well. Stay safe. Proud of u
14721,Microsoft,Neutral,"Jus got home. UP in 3D was not bad at all! cuuute movie. yes, i shed some tears. "
8958,LucasCruikshank,Neutral,@LucasCruikshank let me know how it is plz!!! 
17689,Apple,Positive,Just had Chili's 
31244,Amazon,Neutral,Just won another Airport extr on ebay 
74928,yaOHya,Neutral,@yaOHya Flexibility is one thing I really could work on. I nearly dislocated my shoulder playing golf on the Wii LOL. Getting old I think 
19876,DebiDalio,Positive,@DebiDalio Which central market do you shop at?  I'll have a sales rep give a call 
52916,SimpleMia,Irrelevant,@SimpleMia  that sucks.I know how it feels. SP has been here 3 times and i missed all of their concerts. :/
86846,FIFA,Negative,The Ã¢â¬Â¢ÃÂ¶ÃÂ§Ã¢ËÅ¾ing button on my MacBook Pro has stopped working properly  We couldn't just have a regular button - oh nooo. We have to have none.
2615,cobaltcow,Positive,"@cobaltcow @bloggingchick i'll know when Thursday, end of the week though. ill let yo guys know "
50020,stephenfry,Irrelevant,@stephenfry doesn't work on the blackberry 
91814,Apple,Irrelevant,"it's raining and i just wanna sleep ALL day, but i can't, cause i gots a job. "
66510,valzee,Neutral,@valzee hey!. r u going to MOA on sat??? 
64480,Tildycat,Neutral,@Tildycat OMG so happy for you!!!  Still waiting for mine 
52697,anoushkaa,Negative,@anoushkaa you hardly tweet anymore!  
74994,chr1sa,Neutral,@chr1sa You got the +1k in the last week because you got listed under top 25 ppl that should be followed on twitter http://bit.ly/YOnTa 
45081,Jodasaur,Positive,"@Jodasaur so you want to be a video or movie producer i can bet probably. i checked out all of the videos you made, your really good, "
88319,Facebook,Irrelevant,Tat is real sore today! 
59170,GabrielRO,Positive,@GabrielRO write shortly - 140 characters are enough 
81620,Apple,Positive,luckey what must b nice 
95303,Amazon,Positive,Just starting integrating Twitter with Forexforums.org ... looks like a great partnership!  I welcome all to our chat room tomorow all day
79732,Twitter,Negative,Miss my honey..  http://myloc.me/4zQb
87476,MaddenNFL,Neutral,"Had an idyllic weekend in the sunshine with my teenie cousins , didn't even mind getting up at 7am this morning  xx"
35910,ACEdmonds,Positive,@ACEdmonds  I AM working  .... sorta.. &lt;:3
86114,Microsoft,Irrelevant,dinner and chips ... omg I'll be fat .... tennis was very good ... but i look like a wet dog 
92070,savorthethyme,Neutral,@savorthethyme I feel better already! Thanks 
80321,Twitter,Irrelevant,rough day... i lost my grandma yesterday 
81810,Twitter,Negative,hey yall im back in OZ my laptop was stolen outta my checkin in luggage   *crys*  no computer for me till i get a new one
49480,FIFA,Irrelevant,-my ipod has officially died.. 
84393,CS-GO,Irrelevant,Ahh this hurts. Cleveland 
72081,adam_d,Irrelevant,@adam_d NO WAY!! You no longer have capped internet.. *Dies* Mine's capped 'til the 6th. Lame. 
60694,lucyscravius,Irrelevant,@lucyscravius u and me the same! 
63901,amandabynes,Positive,"@amandabynes how about &quot;love is strange&quot; from mickey and silvia, isn t that great oldies "
10174,MaddenNFL,Negative,dissapointed. not gettin a job after all 
7694,Apple,Irrelevant,BGT is over  but what a year!!
66358,Microsoft,Neutral,"Mda, la Jason Aldean n-am prins decat ultimele 15 secunde :-&quot; "
1197,Netflix,Negative, David must be hospitalized for five days end of July (palatine tonsils).
57520,katedickman,Negative,@katedickman kept me waiting for 20 mins 
63317,Twitter,Irrelevant,Downloading photos from the birthday bash.  Erin was too wound up still to let me take a nap. 
66734,Netflix,Neutral,Shoplifter - Green Day 
6819,Twitter,Positive, tweet tweet xD follow me people!
82631,Microsoft,Negative,"I miss my friends, I miss my family, I miss my old town! i wanna back home  i dont wanna be here"
33717,Netflix,Positive,"I am FLYYYYYYING guys!  Just flying as HIGH as a kite  Especially with all the good news, like a JOB and more weed!! XD"
56120,HoptonHouseBnB,Positive,"@HoptonHouseBnB Morning, morning. Why ugh? "
6363,ScottBaybe,Irrelevant,"@ScottBaybe  Pack some up and save them for Boston, and I will get you as many followers as you need."
48498,CS-GO,Neutral,My yongest kid wants a seal for a pet. It can stay on the bathtub. And it doesn't pop 
34219,Facebook,Irrelevant,last day of vacation  Have to drive home tomorrow
47749,mrassman,Neutral,@mrassman yes he is.def my favo person in d world.Thank u for asking&amp;thank you for being such a sweetie. Really appreciate it 
37236,Microsoft,Neutral,K. Advance Good Night. (annoyed)  http://plurk.com/p/112dg1
75189,Apple,Irrelevant,i just said some really hurtfull shitt to someone i dont wanna care about nemore but in reality i love. and i wanna take them back. shit 
34350,caroovo,Neutral,Welcome to Twitter @caroovo!! 
90921,FIFA,Irrelevant,nnnooooooo... the first time my mac has crashed on me.  Had something important unsaved.
